id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time
3049928281,绝命毒师  第三季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1674838460.jpg,2010-03-21(美国),https://movie.douban.com/subject/4256328/,9.3,"犯罪,剧情",5,,,2021-09-26 00:30:19
3049928107,绝命毒师  第二季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2016505705.jpg,2009-03-08(美国),https://movie.douban.com/subject/3586996/,9.3,"犯罪,剧情",5,,,2021-09-26 00:30:09
3049927505,风骚律师 第五季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2580304539.jpg,2020-02-23(美国),https://movie.douban.com/subject/30285826/,9.7,"剧情,犯罪",5,,,2021-09-26 00:29:38
3049927315,风骚律师 第四季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2526785183.jpg,2018-08-06(美国),https://movie.douban.com/subject/27077785/,9.5,"剧情,犯罪",5,,,2021-09-26 00:29:28
3049927168,风骚律师 第三季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2442801582.jpg,2017-04-10(美国),https://movie.douban.com/subject/26748847/,9.6,"剧情,犯罪",5,,,2021-09-26 00:29:19
3049926524,风骚律师 第二季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2305158254.jpg,2016-02-15(美国),https://movie.douban.com/subject/25976733/,9.5,"剧情,犯罪",5,,,2021-09-26 00:28:48
3049926230,弥留之国的爱丽丝 第一季,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2624050592.jpg,2020-12-10(日本),https://movie.douban.com/subject/34477588/,8,"动作,科幻,悬疑",5,,,2021-09-26 00:28:33
3049926003,风骚律师 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2218944919.jpg,2015-02-08(美国),https://movie.douban.com/subject/25726259/,9.3,"剧情,喜剧,犯罪",5,,,2021-09-26 00:28:23
3049925814,亿万 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2275471226.jpg,2016-01-17(美国),https://movie.douban.com/subject/26200198/,8.9,剧情,5,,,2021-09-26 00:28:12
3049925597,绝命毒师 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2153214457.jpg,2008-01-20(美国),https://movie.douban.com/subject/2373195/,9.2,"犯罪,剧情",5,,,2021-09-26 00:28:01
3049925405,权力的游戏 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p896064368.jpg,2011-04-17(美国),https://movie.douban.com/subject/3016187/,9.5,"剧情,奇幻,冒险",5,,,2021-09-26 00:27:50
